,id,sub_cls,img,sub_cls,label
0,4781933533,urban,/data2/wangjinhong/data/ord_reg/aesthetics/4781933533.jpg,urban,0
1,3874644525,urban,/data2/wangjinhong/data/ord_reg/aesthetics/3874644525.jpg,urban,0
2,8530514,nature,/data2/wangjinhong/data/ord_reg/aesthetics/8530514.jpg,nature,0
3,6953057698,nature,/data2/wangjinhong/data/ord_reg/aesthetics/6953057698.jpg,nature,0
4,6937327822,people,/data2/wangjinhong/data/ord_reg/aesthetics/6937327822.jpg,people,0
5,2831778165,nature,/data2/wangjinhong/data/ord_reg/aesthetics/2831778165.jpg,nature,0
6,6990135829,people,/data2/wangjinhong/data/ord_reg/aesthetics/6990135829.jpg,people,0
7,3014200038,people,/data2/wangjinhong/data/ord_reg/aesthetics/3014200038.jpg,people,0
8,3976685191,urban,/data2/wangjinhong/data/ord_reg/aesthetics/3976685191.jpg,urban,0
9,7905599124,people,/data2/wangjinhong/data/ord_reg/aesthetics/7905599124.jpg,people,0
10,6959318403,animals,/data2/wangjinhong/data/ord_reg/aesthetics/6959318403.jpg,animals,0
11,4657541160,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4657541160.jpg,nature,0
12,4304481885,people,/data2/wangjinhong/data/ord_reg/aesthetics/4304481885.jpg,people,0
13,4362765438,urban,/data2/wangjinhong/data/ord_reg/aesthetics/4362765438.jpg,urban,0
14,3621011057,nature,/data2/wangjinhong/data/ord_reg/aesthetics/3621011057.jpg,nature,0
15,3966637670,nature,/data2/wangjinhong/data/ord_reg/aesthetics/3966637670.jpg,nature,0
16,6215441151,animals,/data2/wangjinhong/data/ord_reg/aesthetics/6215441151.jpg,animals,0
17,4176163264,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4176163264.jpg,nature,0
18,3533478702,urban,/data2/wangjinhong/data/ord_reg/aesthetics/3533478702.jpg,urban,0
19,6727349015,nature,/data2/wangjinhong/data/ord_reg/aesthetics/6727349015.jpg,nature,0
20,2705047935,nature,/data2/wangjinhong/data/ord_reg/aesthetics/2705047935.jpg,nature,0
21,7273712452,nature,/data2/wangjinhong/data/ord_reg/aesthetics/7273712452.jpg,nature,0
22,4191806392,urban,/data2/wangjinhong/data/ord_reg/aesthetics/4191806392.jpg,urban,0
23,2390685014,people,/data2/wangjinhong/data/ord_reg/aesthetics/2390685014.jpg,people,0
24,3384837129,people,/data2/wangjinhong/data/ord_reg/aesthetics/3384837129.jpg,people,0
25,3724070295,nature,/data2/wangjinhong/data/ord_reg/aesthetics/3724070295.jpg,nature,0
26,4693164330,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4693164330.jpg,nature,0
27,4290518094,urban,/data2/wangjinhong/data/ord_reg/aesthetics/4290518094.jpg,urban,0
28,8063361329,urban,/data2/wangjinhong/data/ord_reg/aesthetics/8063361329.jpg,urban,0
29,99076815,people,/data2/wangjinhong/data/ord_reg/aesthetics/99076815.jpg,people,0
30,2080046687,nature,/data2/wangjinhong/data/ord_reg/aesthetics/2080046687.jpg,nature,0
31,346483297,urban,/data2/wangjinhong/data/ord_reg/aesthetics/346483297.jpg,urban,0
32,3158363876,animals,/data2/wangjinhong/data/ord_reg/aesthetics/3158363876.jpg,animals,0
33,2421644309,animals,/data2/wangjinhong/data/ord_reg/aesthetics/2421644309.jpg,animals,0
34,2836216725,people,/data2/wangjinhong/data/ord_reg/aesthetics/2836216725.jpg,people,0
35,7705472248,urban,/data2/wangjinhong/data/ord_reg/aesthetics/7705472248.jpg,urban,0
36,7686697742,people,/data2/wangjinhong/data/ord_reg/aesthetics/7686697742.jpg,people,0
37,6828963811,people,/data2/wangjinhong/data/ord_reg/aesthetics/6828963811.jpg,people,0
38,13212044,people,/data2/wangjinhong/data/ord_reg/aesthetics/13212044.jpg,people,0
39,4407677792,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4407677792.jpg,nature,0
40,371418158,people,/data2/wangjinhong/data/ord_reg/aesthetics/371418158.jpg,people,0
41,250898146,animals,/data2/wangjinhong/data/ord_reg/aesthetics/250898146.jpg,animals,0
42,8150559597,nature,/data2/wangjinhong/data/ord_reg/aesthetics/8150559597.jpg,nature,0
43,8142569393,nature,/data2/wangjinhong/data/ord_reg/aesthetics/8142569393.jpg,nature,0
44,2342422428,people,/data2/wangjinhong/data/ord_reg/aesthetics/2342422428.jpg,people,0
45,3551965518,nature,/data2/wangjinhong/data/ord_reg/aesthetics/3551965518.jpg,nature,0
46,6871290760,people,/data2/wangjinhong/data/ord_reg/aesthetics/6871290760.jpg,people,0
47,6195832079,nature,/data2/wangjinhong/data/ord_reg/aesthetics/6195832079.jpg,nature,0
48,5379853415,nature,/data2/wangjinhong/data/ord_reg/aesthetics/5379853415.jpg,nature,0
49,6096091433,people,/data2/wangjinhong/data/ord_reg/aesthetics/6096091433.jpg,people,0
50,52468458,animals,/data2/wangjinhong/data/ord_reg/aesthetics/52468458.jpg,animals,0
51,4209951622,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4209951622.jpg,nature,0
52,8396699835,people,/data2/wangjinhong/data/ord_reg/aesthetics/8396699835.jpg,people,0
53,3255428562,nature,/data2/wangjinhong/data/ord_reg/aesthetics/3255428562.jpg,nature,0
54,2065313249,nature,/data2/wangjinhong/data/ord_reg/aesthetics/2065313249.jpg,nature,0
55,5808337798,animals,/data2/wangjinhong/data/ord_reg/aesthetics/5808337798.jpg,animals,0
56,7681682320,nature,/data2/wangjinhong/data/ord_reg/aesthetics/7681682320.jpg,nature,0
57,3470325936,animals,/data2/wangjinhong/data/ord_reg/aesthetics/3470325936.jpg,animals,0
58,8507919023,nature,/data2/wangjinhong/data/ord_reg/aesthetics/8507919023.jpg,nature,0
59,4462934537,urban,/data2/wangjinhong/data/ord_reg/aesthetics/4462934537.jpg,urban,0
60,4610633949,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4610633949.jpg,nature,0
61,8403446444,people,/data2/wangjinhong/data/ord_reg/aesthetics/8403446444.jpg,people,0
62,7519371360,animals,/data2/wangjinhong/data/ord_reg/aesthetics/7519371360.jpg,animals,0
63,3104660351,animals,/data2/wangjinhong/data/ord_reg/aesthetics/3104660351.jpg,animals,0
64,4267741166,people,/data2/wangjinhong/data/ord_reg/aesthetics/4267741166.jpg,people,0
65,1255056487,urban,/data2/wangjinhong/data/ord_reg/aesthetics/1255056487.jpg,urban,0
66,2943385606,animals,/data2/wangjinhong/data/ord_reg/aesthetics/2943385606.jpg,animals,0
67,330972174,nature,/data2/wangjinhong/data/ord_reg/aesthetics/330972174.jpg,nature,0
68,6129879012,people,/data2/wangjinhong/data/ord_reg/aesthetics/6129879012.jpg,people,0
69,582578106,urban,/data2/wangjinhong/data/ord_reg/aesthetics/582578106.jpg,urban,0
70,7787334616,animals,/data2/wangjinhong/data/ord_reg/aesthetics/7787334616.jpg,animals,0
71,8076043429,nature,/data2/wangjinhong/data/ord_reg/aesthetics/8076043429.jpg,nature,0
72,4299046564,people,/data2/wangjinhong/data/ord_reg/aesthetics/4299046564.jpg,people,0
73,4219684694,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4219684694.jpg,nature,0
74,3139290355,people,/data2/wangjinhong/data/ord_reg/aesthetics/3139290355.jpg,people,0
75,4976761672,animals,/data2/wangjinhong/data/ord_reg/aesthetics/4976761672.jpg,animals,0
76,167800909,urban,/data2/wangjinhong/data/ord_reg/aesthetics/167800909.jpg,urban,0
77,5759258,people,/data2/wangjinhong/data/ord_reg/aesthetics/5759258.jpg,people,0
78,2427778046,nature,/data2/wangjinhong/data/ord_reg/aesthetics/2427778046.jpg,nature,0
79,3781362117,urban,/data2/wangjinhong/data/ord_reg/aesthetics/3781362117.jpg,urban,0
80,5208532605,urban,/data2/wangjinhong/data/ord_reg/aesthetics/5208532605.jpg,urban,0
81,5709986596,urban,/data2/wangjinhong/data/ord_reg/aesthetics/5709986596.jpg,urban,0
82,60826177,urban,/data2/wangjinhong/data/ord_reg/aesthetics/60826177.jpg,urban,0
83,4885637987,urban,/data2/wangjinhong/data/ord_reg/aesthetics/4885637987.jpg,urban,0
84,1502768903,people,/data2/wangjinhong/data/ord_reg/aesthetics/1502768903.jpg,people,0
85,3466586479,nature,/data2/wangjinhong/data/ord_reg/aesthetics/3466586479.jpg,nature,0
86,2964902415,people,/data2/wangjinhong/data/ord_reg/aesthetics/2964902415.jpg,people,0
87,6594289237,people,/data2/wangjinhong/data/ord_reg/aesthetics/6594289237.jpg,people,0
88,2109353353,people,/data2/wangjinhong/data/ord_reg/aesthetics/2109353353.jpg,people,0
89,3336949073,nature,/data2/wangjinhong/data/ord_reg/aesthetics/3336949073.jpg,nature,0
90,3211881282,people,/data2/wangjinhong/data/ord_reg/aesthetics/3211881282.jpg,people,0
91,8267744937,nature,/data2/wangjinhong/data/ord_reg/aesthetics/8267744937.jpg,nature,0
92,6480643177,people,/data2/wangjinhong/data/ord_reg/aesthetics/6480643177.jpg,people,0
93,4370636250,urban,/data2/wangjinhong/data/ord_reg/aesthetics/4370636250.jpg,urban,0
94,8025672960,people,/data2/wangjinhong/data/ord_reg/aesthetics/8025672960.jpg,people,0
95,5355927666,animals,/data2/wangjinhong/data/ord_reg/aesthetics/5355927666.jpg,animals,0
96,5364352334,urban,/data2/wangjinhong/data/ord_reg/aesthetics/5364352334.jpg,urban,0
97,6284138134,urban,/data2/wangjinhong/data/ord_reg/aesthetics/6284138134.jpg,urban,0
98,5398709540,nature,/data2/wangjinhong/data/ord_reg/aesthetics/5398709540.jpg,nature,0
99,2788214851,people,/data2/wangjinhong/data/ord_reg/aesthetics/2788214851.jpg,people,0
100,3369093330,animals,/data2/wangjinhong/data/ord_reg/aesthetics/3369093330.jpg,animals,0
101,5836879431,people,/data2/wangjinhong/data/ord_reg/aesthetics/5836879431.jpg,people,0
102,281445640,animals,/data2/wangjinhong/data/ord_reg/aesthetics/281445640.jpg,animals,0
103,3355473656,nature,/data2/wangjinhong/data/ord_reg/aesthetics/3355473656.jpg,nature,0
104,7352077622,nature,/data2/wangjinhong/data/ord_reg/aesthetics/7352077622.jpg,nature,0
105,4059345792,people,/data2/wangjinhong/data/ord_reg/aesthetics/4059345792.jpg,people,0
106,7484621292,urban,/data2/wangjinhong/data/ord_reg/aesthetics/7484621292.jpg,urban,0
107,6136677987,urban,/data2/wangjinhong/data/ord_reg/aesthetics/6136677987.jpg,urban,0
108,8055090166,urban,/data2/wangjinhong/data/ord_reg/aesthetics/8055090166.jpg,urban,0
109,6132821813,nature,/data2/wangjinhong/data/ord_reg/aesthetics/6132821813.jpg,nature,0
110,4176075327,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4176075327.jpg,nature,0
111,6400279067,people,/data2/wangjinhong/data/ord_reg/aesthetics/6400279067.jpg,people,0
112,5584430423,nature,/data2/wangjinhong/data/ord_reg/aesthetics/5584430423.jpg,nature,0
113,235634565,nature,/data2/wangjinhong/data/ord_reg/aesthetics/235634565.jpg,nature,0
114,401778482,people,/data2/wangjinhong/data/ord_reg/aesthetics/401778482.jpg,people,0
115,4073115802,people,/data2/wangjinhong/data/ord_reg/aesthetics/4073115802.jpg,people,0
116,2684009755,people,/data2/wangjinhong/data/ord_reg/aesthetics/2684009755.jpg,people,0
117,11060554,urban,/data2/wangjinhong/data/ord_reg/aesthetics/11060554.jpg,urban,0
118,3050108499,people,/data2/wangjinhong/data/ord_reg/aesthetics/3050108499.jpg,people,0
119,6057061493,urban,/data2/wangjinhong/data/ord_reg/aesthetics/6057061493.jpg,urban,0
120,7271980,nature,/data2/wangjinhong/data/ord_reg/aesthetics/7271980.jpg,nature,0
121,1275759896,animals,/data2/wangjinhong/data/ord_reg/aesthetics/1275759896.jpg,animals,0
122,7567719470,nature,/data2/wangjinhong/data/ord_reg/aesthetics/7567719470.jpg,nature,0
123,461219758,people,/data2/wangjinhong/data/ord_reg/aesthetics/461219758.jpg,people,0
124,381480745,animals,/data2/wangjinhong/data/ord_reg/aesthetics/381480745.jpg,animals,0
125,4608156067,animals,/data2/wangjinhong/data/ord_reg/aesthetics/4608156067.jpg,animals,0
126,5395876058,people,/data2/wangjinhong/data/ord_reg/aesthetics/5395876058.jpg,people,0
127,8227705,animals,/data2/wangjinhong/data/ord_reg/aesthetics/8227705.jpg,animals,0
128,2334685730,people,/data2/wangjinhong/data/ord_reg/aesthetics/2334685730.jpg,people,0
129,3231782486,urban,/data2/wangjinhong/data/ord_reg/aesthetics/3231782486.jpg,urban,0
130,572909293,animals,/data2/wangjinhong/data/ord_reg/aesthetics/572909293.jpg,animals,0
131,343167590,nature,/data2/wangjinhong/data/ord_reg/aesthetics/343167590.jpg,nature,0
132,7250975178,people,/data2/wangjinhong/data/ord_reg/aesthetics/7250975178.jpg,people,0
133,6840700257,urban,/data2/wangjinhong/data/ord_reg/aesthetics/6840700257.jpg,urban,0
134,6811194858,urban,/data2/wangjinhong/data/ord_reg/aesthetics/6811194858.jpg,urban,0
135,4858508540,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4858508540.jpg,nature,0
136,7929181966,urban,/data2/wangjinhong/data/ord_reg/aesthetics/7929181966.jpg,urban,0
137,4250717184,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4250717184.jpg,nature,0
138,2920639338,nature,/data2/wangjinhong/data/ord_reg/aesthetics/2920639338.jpg,nature,0
139,2058997376,animals,/data2/wangjinhong/data/ord_reg/aesthetics/2058997376.jpg,animals,0
140,937631,nature,/data2/wangjinhong/data/ord_reg/aesthetics/937631.jpg,nature,0
141,61873036,animals,/data2/wangjinhong/data/ord_reg/aesthetics/61873036.jpg,animals,0
142,5081039252,urban,/data2/wangjinhong/data/ord_reg/aesthetics/5081039252.jpg,urban,0
143,8145361342,nature,/data2/wangjinhong/data/ord_reg/aesthetics/8145361342.jpg,nature,0
144,3542675701,nature,/data2/wangjinhong/data/ord_reg/aesthetics/3542675701.jpg,nature,0
145,5927824187,urban,/data2/wangjinhong/data/ord_reg/aesthetics/5927824187.jpg,urban,0
146,3296910183,people,/data2/wangjinhong/data/ord_reg/aesthetics/3296910183.jpg,people,0
147,4276124505,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4276124505.jpg,nature,0
148,5271998778,people,/data2/wangjinhong/data/ord_reg/aesthetics/5271998778.jpg,people,0
149,4473751337,urban,/data2/wangjinhong/data/ord_reg/aesthetics/4473751337.jpg,urban,0
150,2775011897,nature,/data2/wangjinhong/data/ord_reg/aesthetics/2775011897.jpg,nature,0
151,8056285496,people,/data2/wangjinhong/data/ord_reg/aesthetics/8056285496.jpg,people,0
152,7932893814,nature,/data2/wangjinhong/data/ord_reg/aesthetics/7932893814.jpg,nature,0
153,6084968425,people,/data2/wangjinhong/data/ord_reg/aesthetics/6084968425.jpg,people,0
154,8071808491,people,/data2/wangjinhong/data/ord_reg/aesthetics/8071808491.jpg,people,0
155,6626209577,people,/data2/wangjinhong/data/ord_reg/aesthetics/6626209577.jpg,people,0
156,3071361440,people,/data2/wangjinhong/data/ord_reg/aesthetics/3071361440.jpg,people,0
157,6845661587,urban,/data2/wangjinhong/data/ord_reg/aesthetics/6845661587.jpg,urban,0
158,2754858320,people,/data2/wangjinhong/data/ord_reg/aesthetics/2754858320.jpg,people,0
159,3361232942,animals,/data2/wangjinhong/data/ord_reg/aesthetics/3361232942.jpg,animals,0
160,5542501965,animals,/data2/wangjinhong/data/ord_reg/aesthetics/5542501965.jpg,animals,0
161,6800541023,urban,/data2/wangjinhong/data/ord_reg/aesthetics/6800541023.jpg,urban,0
162,5889791859,urban,/data2/wangjinhong/data/ord_reg/aesthetics/5889791859.jpg,urban,0
163,2346128637,nature,/data2/wangjinhong/data/ord_reg/aesthetics/2346128637.jpg,nature,0
164,1367863371,people,/data2/wangjinhong/data/ord_reg/aesthetics/1367863371.jpg,people,0
165,6002679890,urban,/data2/wangjinhong/data/ord_reg/aesthetics/6002679890.jpg,urban,0
166,6337568879,nature,/data2/wangjinhong/data/ord_reg/aesthetics/6337568879.jpg,nature,0
167,4376778730,people,/data2/wangjinhong/data/ord_reg/aesthetics/4376778730.jpg,people,0
168,133952547,urban,/data2/wangjinhong/data/ord_reg/aesthetics/133952547.jpg,urban,0
169,180168241,nature,/data2/wangjinhong/data/ord_reg/aesthetics/180168241.jpg,nature,0
170,5341594472,people,/data2/wangjinhong/data/ord_reg/aesthetics/5341594472.jpg,people,0
171,2846880374,animals,/data2/wangjinhong/data/ord_reg/aesthetics/2846880374.jpg,animals,0
